,Latitude,Longitude,Max Temperature (F),Humidity %,Cloudiness %,Wind Speed (mph),City,Country
160,16.35897918961705,34.23364534281554,76.28,22.0,0.0,7.63,Wad Rawah,SD
161,71.77160600047073,87.55700283387876,-9.13,66.0,56.0,16.8,Kayerkan,RU
162,59.331064015226524,173.344420143165,30.2,92.0,0.0,4.47,Anadyr,RU
163,26.346151843899225,-104.669353401525,77.99,21.0,0.0,2.82,Santa Maria del Oro,MX
164,83.80267592345855,36.102342672865674,28.4,68.0,40.0,10.29,Vardo,NO
165,55.6731028327628,-89.66263342194611,21.2,67.0,90.0,13.87,Sioux Lookout,CA
166,-43.603228817871326,172.10633712718624,44.6,93.0,64.0,1.12,Darfield,NZ
167,69.1353600864286,15.734062148524513,30.2,86.0,75.0,14.99,Myre,NO
168,16.843953812649065,73.66475232414888,66.38,93.0,0.0,2.26,Lanja,IN
169,19.31159303264933,117.66900156221809,73.4,78.0,40.0,18.14,Davila,PH
170,-20.692101160927976,-47.117750615228765,76.55,78.0,56.0,4.16,Cassia,BR
171,-15.1176803597469,162.56888364901573,78.98,100.0,92.0,4.61,Luganville,VU
172,-17.349696621305593,-39.950164665060754,84.38,58.0,76.0,9.19,Medeiros Neto,BR
173,64.04018242360667,47.14996603216414,20.75,85.0,8.0,2.37,Blagoyevo,RU
174,51.891677410729145,124.8060423995142,35.33,63.0,32.0,11.43,Tahe,CN
175,18.527609305444596,-2.4057390766776363,97.34,15.0,12.0,3.38,Araouane,ML
176,-16.85503721084807,-67.7140045825977,62.78,59.0,0.0,2.04,Viloco,BO
177,37.084060673180325,97.54787764398318,52.61,32.0,32.0,8.97,Yumen,CN
178,13.605523134274684,75.73803444408283,78.98,58.0,0.0,4.61,Narasimharajapura,IN
179,32.186838431221304,68.9916912318448,59.63,59.0,100.0,2.15,Wana,PK
180,31.112652255337977,30.135135897207913,64.4,77.0,0.0,9.17,Alexandria,EG
181,-26.372714201966065,-31.397982262104854,86.0,70.0,20.0,12.75,Guarapari,BR
182,74.55784903850007,-100.38762126572192,6.8,60.0,20.0,9.17,Yellowknife,CA
183,-21.158259135416152,-150.12687087398294,80.96,100.0,36.0,3.83,Moerai,PF
184,3.979156426425443,-74.73134088595918,78.8,74.0,75.0,5.82,Cunday,CO
185,24.16035179755158,44.19615891370483,69.8,77.0,75.0,8.05,Buraydah,SA
186,6.017685040182532,-54.73846963053878,80.6,83.0,40.0,9.17,Marienburg,SR
187,-18.85887126614365,166.25332787685906,80.78,98.0,68.0,20.38,Fayaoue,NC
188,-16.797143534049642,111.75507820186077,77.54,71.0,0.0,3.15,Karratha,AU
189,31.291311035161588,54.2302524731279,68.0,24.0,0.0,9.17,Mehriz,IR
190,54.169831455154764,79.51333370344018,22.64,87.0,48.0,7.29,Krasnozerskoye,RU
191,55.718876856962446,82.6622044441491,21.2,79.0,40.0,8.95,Kolyvan,RU
192,34.52173890099587,118.23870417894197,59.99,87.0,0.0,6.17,Tancheng,CN
193,85.9982944354347,-139.08400838694936,15.8,92.0,90.0,11.41,Tuktoyaktuk,CA
194,26.600433283447686,-60.392374890026666,71.6,68.0,75.0,6.93,Hamilton,BM
195,36.55708397587828,-2.5612875562624478,64.4,27.0,0.0,20.8,Roquetas de Mar,ES
196,37.88439854667188,-144.27721727354438,53.6,81.0,1.0,8.05,Fortuna,US
197,-2.648868874124503,-58.137783691210366,82.49,86.0,56.0,3.15,Urucara,BR
198,-13.808855251859198,24.192991125607666,69.89,87.0,20.0,5.06,Kabompo,ZM
199,-22.688112190562467,55.06022771821707,78.8,69.0,0.0,4.7,Saint-Joseph,RE
200,16.712197883285892,-53.45073412172935,82.4,69.0,40.0,9.17,Bathsheba,BB
201,68.19186310701744,22.463050375306786,16.79,77.0,68.0,3.04,Kautokeino,NO
202,25.375107041352475,-84.7663898673332,87.8,65.0,1.0,9.17,South Venice,US
203,-7.611475044293522,-43.33561320345313,83.03,94.0,8.0,5.28,Itaueira,BR
204,-72.44183707090049,116.40394848316473,49.28,91.0,8.0,3.38,Albany,AU
205,41.08783889134774,-113.20774778935352,57.2,36.0,1.0,5.82,West Wendover,US
206,58.367261195742515,74.47349534268726,8.33,74.0,12.0,8.97,Znamenskoye,RU
207,-14.794030906131297,45.0217264263747,80.6,83.0,20.0,6.93,Mahajanga,MG
208,34.37769191111911,97.50266979163094,26.69,53.0,0.0,4.16,Xining,CN
209,-28.128213719647047,36.45494965970259,76.91,99.0,24.0,7.63,Xai-Xai,MZ
210,11.08303213214499,99.06071808972135,74.21,100.0,80.0,2.26,Bang Saphan,TH
211,7.62842542105783,-87.65651937446462,95.0,32.0,0.0,11.41,Nicoya,CR
212,-46.65156552353964,168.77215178004843,57.38,63.0,80.0,17.92,Wyndham,NZ
213,52.708892872168796,78.6271338785168,20.21,80.0,36.0,6.73,Tabuny,RU
214,22.441407533683282,102.84592431781701,53.33,96.0,44.0,2.15,Gejiu,CN
215,7.158364588506548,-76.74605217699,77.18,94.0,80.0,6.4,Murindo,CO
216,28.414253186732914,18.218244963803624,71.06,30.0,44.0,12.21,Waddan,LY
217,57.765396266410455,109.86671852251357,17.69,56.0,48.0,6.62,Alekseyevsk,RU
218,73.32116063988103,-9.579878440669235,33.8,50.0,0.0,6.93,Husavik,IS
219,10.536107267091412,13.06465438017893,88.34,22.0,0.0,6.96,Mubi,NG
220,45.583058475387986,97.69195415398345,24.71,40.0,0.0,4.61,Hovd,MN
221,10.764637285256713,-50.59563324695397,80.42,96.0,88.0,8.19,Sinnamary,GF
222,-20.991700826546104,34.75073274631536,78.8,78.0,40.0,6.4,Beira,MZ
223,-14.77449496242372,-82.66805835150475,76.01,70.0,0.0,4.16,Hualmay,PE
224,-9.56391521266864,-87.81888533175399,80.15,71.0,36.0,8.19,Sechura,PE
225,5.675447048241147,-1.1817342744607484,74.21,99.0,76.0,2.82,Foso,GH
226,27.862775994609013,119.91434024575639,53.33,93.0,0.0,1.81,Lishui,CN
227,51.88996359279812,105.02349312226775,5.0,77.0,0.0,6.71,Listvyanka,RU
228,-43.40324772672334,178.02693546518262,46.04,80.0,0.0,7.29,Waipawa,NZ
229,60.85073607536074,128.149390490322,15.08,84.0,68.0,7.63,Mokhsogollokh,RU
230,-39.58750076876023,173.0253233433885,61.34,100.0,76.0,14.23,Opunake,NZ
231,41.36215106543395,-121.30063959895418,33.8,92.0,90.0,17.22,Altamont,US
232,63.5747181311985,80.094227146523,7.07,78.0,68.0,7.74,Tarko-Sale,RU
233,-9.297653993795942,-79.58674524083763,71.96,91.0,24.0,5.17,Chimbote,PE
234,24.3062711695852,46.39529662982041,77.0,25.0,75.0,14.99,Riyadh,SA
235,4.4744078565916015,-0.7863187317060116,81.41,83.0,24.0,3.71,Saltpond,GH
236,-30.34882978594873,-59.19507507435768,82.58,74.0,0.0,7.4,Goya,AR
237,-25.241672849117233,119.59818749706935,80.6,88.0,56.0,4.7,Port Hedland,AU
238,56.83138210629622,177.96187675055947,21.47,89.0,8.0,6.73,Beringovskiy,RU
239,5.234407343413548,-72.99715307141643,73.4,100.0,75.0,2.24,San Eduardo,CO
240,30.182318084162326,61.685490935501605,68.36,36.0,76.0,14.79,Mirabad,AF
241,9.199277070023566,160.53391114423724,83.57,97.0,80.0,13.33,Butaritari,KI
242,22.593599699235202,119.47605085070748,73.4,83.0,75.0,3.36,Kaohsiung,TW
243,32.84937534127673,32.30751808614879,64.4,82.0,40.0,5.82,Damietta,EG
244,51.25019151697584,-134.63761255621725,39.2,48.0,1.0,10.29,Ketchikan,US
245,63.031257556798806,86.17273870864418,-1.12,68.0,80.0,13.56,Turukhansk,RU
246,38.95300223667495,116.32716137039253,53.87,62.0,0.0,5.84,Renqiu,CN
247,8.822968363892588,106.9877667577704,79.25,81.0,32.0,12.44,Soc Trang,VN
248,-43.448800455515695,-70.82704662556236,71.6,21.0,0.0,3.36,San Carlos de Bariloche,AR
249,13.871995563065985,-5.101806694614128,96.8,18.0,56.0,8.63,Djenne,ML
250,46.27359151328662,-3.09246592177749,50.0,76.0,90.0,10.29,La Baule-Escoublac,FR
251,21.262523466362488,-149.40188269365888,73.4,64.0,1.0,4.7,Hilo,US
252,-12.009607864450789,23.122146408943134,62.06,98.0,12.0,2.15,Mwinilunga,ZM
253,-3.7595779786150327,143.09363541480548,73.94,100.0,92.0,1.81,Ambunti,PG
